source,target,relationship,edge_type,metadata
17f69a91598l0i2mhgmal00xkh3qlq,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69dacb4bl0i2mhubpixrap5onq,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f699944del0i2mi3slb26ih47ryg,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f698099f7l0i2miaetoao4rp6xtb,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f698099f7l0i2miaetoao4rp6xtb,wiki_the_lands_between,mentions,mention,{}
17f698099f7l0i2miaetoao4rp6xtb,wiki_three_sisters,mentions,mention,{}
17f698a28ecl0i2mipyyaypw22zid,17f6998a6eel0i2omw40wiu6ms1t9nd,mentions,mention,{}
17f698a28ecl0i2mipyyaypw22zid,wiki_armor,mentions,mention,{}
17f698a28ecl0i2mipyyaypw22zid,wiki_three_sisters,mentions,mention,{}
17f69cc10e6l0i2mj6tb3yh7hepkwb,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69993058l0i2mjc4gismv720o76,17f6974ef59l0i20ny9hi38756cga,mentions,mention,{}
17f69993058l0i2mjc4gismv720o76,wiki_scarlet_rot,mentions,mention,{}
17f69bb8933l0i2mjfr92f3f404f5,17f696fcc61l0i2mesvptc01pvt2k,mentions,mention,{}
17f69bb8933l0i2mjfr92f3f404f5,17f69a36cf8l0i1uz6gmzy0dr777k,mentions,mention,{}
17f69bb8933l0i2mjfr92f3f404f5,17f69b19e80l0i1v0x2eima4yhdbd,mentions,mention,{}
17f69bb8933l0i2mjfr92f3f404f5,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f699ac779l0i2mjk3m8nufj4z7fe,17f699dd1c8l0i2mgue4joyaqx4gkf,mentions,mention,{}
17f699ac779l0i2mjk3m8nufj4z7fe,wiki_altus_plateau,mentions,mention,{}
17f699ac779l0i2mjk3m8nufj4z7fe,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f6973267cl0i2mjmwm9vdpxj72u,17f696fdac2l0i2oq2molwm1a5hu8i,mentions,mention,{}
17f6973267cl0i2mjmwm9vdpxj72u,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f6973267cl0i2mjmwm9vdpxj72u,wiki_three_sisters,mentions,mention,{}
17f69bc3adbl0i2mjzcn0qc9u6t9bk,17f69b7b57fl0i20tzbiubv6jcq8jj,mentions,mention,{}
17f69bc3adbl0i2mjzcn0qc9u6t9bk,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69bc3adbl0i2mjzcn0qc9u6t9bk,wiki_poison,mentions,mention,{}
17f69bc3adbl0i2mjzcn0qc9u6t9bk,wiki_stormveil_castle,mentions,mention,{}
17f69d66ba9l0i2mkaapoatsule3ab,wiki_locations,mentions,mention,{}
17f696874a9l0i2mkds3uzk8ol689w,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69a76b08l0i2mkixrtbvunct38,17f69866cf7l0i2mmw8ziuo0llo4l8,mentions,mention,{}
17f69a76b08l0i2mkixrtbvunct38,wiki_caelid,mentions,mention,{}
17f69a76b08l0i2mkixrtbvunct38,wiki_dragonbarrow,mentions,mention,{}
17f69935509l0i2mkr8vjb9f4f94v,wiki_caelid,mentions,mention,{}
17f696635c6l0i2mkuc7ifimqdqkmw,wiki_scarlet_rot,mentions,mention,{}
17f69759442l0i2mkz2ozy780lp1ia,wiki_caelid,mentions,mention,{}
17f69759442l0i2mkz2ozy780lp1ia,wiki_scarlet_rot,mentions,mention,{}
17f699bc4c7l0i2ml02kvmdi9fv2a,wiki_caelid,mentions,mention,{}
17f699bc4c7l0i2ml02kvmdi9fv2a,wiki_scarlet_rot,mentions,mention,{}
17f699bc4c7l0i2ml02kvmdi9fv2a,wiki_swamp_of_aeonia,mentions,mention,{}
17f69a15b4al0i2ml8g7pe7tcjmzqk,wiki_cathedral_of_dragon_communion,mentions,mention,{}
17f69922e0fl0i2mlawpo9eps0kqe,17f69f1cb3fl0i2mn4dwszk6ivxz2,mentions,mention,{}
17f69dbb012l0i2mlliso8pvrpw4an,wiki_caelid,mentions,mention,{}
17f69b4d520l0i2mln0ngtae6zndll,wiki_caelid,mentions,mention,{}
17f69b4d520l0i2mln0ngtae6zndll,wiki_limgrave,mentions,mention,{}
17f69a84cf2l0i2mlr7qukgvew5dt,wiki_caelid,mentions,mention,{}
17f69d11b53l0i2mlurz5othyaw2yn,17f69b93f33l0i206bj18mqb1lqzvbh,mentions,mention,{}
17f69d11b53l0i2mlurz5othyaw2yn,17f69dbb012l0i2mlliso8pvrpw4an,mentions,mention,{}
17f69d11b53l0i2mlurz5othyaw2yn,wiki_caelid,mentions,mention,{}
17f6981d80cl0i2mlvehfutqz69f7c,17f69f1cb3fl0i2mn4dwszk6ivxz2,mentions,mention,{}
17f69d11915l0i2mm7w192hcoirxvu,wiki_caelid,mentions,mention,{}
17f69d11915l0i2mm7w192hcoirxvu,wiki_limgrave,mentions,mention,{}
17f69c84fbal0i2mmf3h8h45isx18a,wiki_caelid,mentions,mention,{}
17f69654a3dl0i2mmit9ec0mmxu749,wiki_caelid,mentions,mention,{}
17f69654a3dl0i2mmit9ec0mmxu749,wiki_limgrave,mentions,mention,{}
17f69e4cd2al0i2mmjf7o5gwy7nhbg,wiki_caelid,mentions,mention,{}
17f69866cf7l0i2mmw8ziuo0llo4l8,wiki_dragonbarrow,mentions,mention,{}
17f69f1cb3fl0i2mn4dwszk6ivxz2,wiki_caelid,mentions,mention,{}
17f69ae9c57l0i2mn6m3td3uzlk5s5,wiki_caelid,mentions,mention,{}
17f697a0d02l0i2mnesx1dup5pg1u9,wiki_caelid,mentions,mention,{}
17f697a0d02l0i2mnesx1dup5pg1u9,wiki_poison,mentions,mention,{}
17f69625085l0i2mnshaufkjhe4gok,17f69a8e034l0i2moqhosmm855zzp,mentions,mention,{}
17f69625085l0i2mnshaufkjhe4gok,wiki_altus_plateau,mentions,mention,{}
17f69625085l0i2mnshaufkjhe4gok,wiki_forbidden_lands,mentions,mention,{}
17f697ef5f2l0i2mo0qi9n0ri0imyd,wiki_altus_plateau,mentions,mention,{}
17f698e4311l0i2mo8fibxu670d50f,17f69b93f33l0i206bj18mqb1lqzvbh,mentions,mention,{}
17f698e4311l0i2mo8fibxu670d50f,17f699dd1c8l0i2mgue4joyaqx4gkf,mentions,mention,{}
17f698e4311l0i2mo8fibxu670d50f,wiki_altus_plateau,mentions,mention,{}
17f69a8e034l0i2moqhosmm855zzp,17f69f5e08al0i2opgccucgwqfl6n6,mentions,mention,{}
17f69a8e034l0i2moqhosmm855zzp,wiki_deeproot_depths,mentions,mention,{}
17f69a8e034l0i2moqhosmm855zzp,wiki_great_runes,mentions,mention,{}
17f69a8e034l0i2moqhosmm855zzp,wiki_runes,mentions,mention,{}
17f69b88577l0i2moruy4cidw6hrmb,wiki_altus_plateau,mentions,mention,{}
17f698984e2l0i2mpau822kzbjamiq,17f69625085l0i2mnshaufkjhe4gok,mentions,mention,{}
17f698984e2l0i2mpau822kzbjamiq,wiki_leyndell_royal_capital,mentions,mention,{}
17f6981f5f9l0i2mpl63u29r5fa3te,17f697f9642l0i2molzde5v6dex4io,mentions,mention,{}
17f6981f5f9l0i2mpl63u29r5fa3te,wiki_altus_plateau,mentions,mention,{}
17f6981f5f9l0i2mpl63u29r5fa3te,wiki_poison,mentions,mention,{}
17f69af90afl0i2mpmxqabln2xz5gc,wiki_altus_plateau,mentions,mention,{}
17f69af90afl0i2mpmxqabln2xz5gc,wiki_limgrave,mentions,mention,{}
17f69d9b8fel0i2mq0i7c25oc8ud27,wiki_altus_plateau,mentions,mention,{}
17f69b3cf18l0i2mqdndclk0p7tmvv,17f69cd5735l0i2opwywnh7fxq5rof,mentions,mention,{}
17f69b3cf18l0i2mqdndclk0p7tmvv,17f69630438l0i2mqvzhowrb84vyy,mentions,mention,{}
17f69b78aa3l0i2mqmnrfo05lqjj3,17f697f4526l0i2mrynoucp5w0m96s,mentions,mention,{}
17f69f41641l0i2mqtyu5zlb9bg8xc,wiki_altus_plateau,mentions,mention,{}
17f69630438l0i2mqvzhowrb84vyy,17f697f4526l0i2mrynoucp5w0m96s,mentions,mention,{}
17f69a39644l0i2mr10gkkf9agp8m7,17f697f4526l0i2mrynoucp5w0m96s,mentions,mention,{}
17f69a39644l0i2mr10gkkf9agp8m7,wiki_altus_plateau,mentions,mention,{}
17f69a39644l0i2mr10gkkf9agp8m7,wiki_poison,mentions,mention,{}
17f69a7a523l0i2mr4q3lyuakdiubr,17f69aafa52l0i1zrl8tds5hunxjle,mentions,mention,{}
17f69c28019l0i2mrdirn1c1brqcqj,wiki_altus_plateau,mentions,mention,{}
17f6967952el0i2mrhy8fpgqo0f4hr,17f69b93f33l0i206bj18mqb1lqzvbh,mentions,mention,{}
17f6967952el0i2mrhy8fpgqo0f4hr,17f697f4526l0i2mrynoucp5w0m96s,mentions,mention,{}
17f696c58e8l0i2mrr461qyqfe46y6,17f697f4526l0i2mrynoucp5w0m96s,mentions,mention,{}
17f696c58e8l0i2mrr461qyqfe46y6,wiki_altus_plateau,mentions,mention,{}
17f69a52fdal0i2mscdgudt5b894m5,wiki_dragonbarrow,mentions,mention,{}
17f69bd98abl0i2msf1hgi0pk8vssd,wiki_caelid,mentions,mention,{}
17f69bd98abl0i2msf1hgi0pk8vssd,wiki_dragonbarrow,mentions,mention,{}
17f69bc1846l0i2msgjjzgo3z9kwjh,wiki_siofra_river,mentions,mention,{}
17f69f6581cl0i2msjrduyrq5lzcub,wiki_caelid,mentions,mention,{}
17f696f226dl0i2msytg87r3uaqkyd,17f69b97ce8l0i2ms4ikyh4h5oxhve,mentions,mention,{}
17f696f226dl0i2msytg87r3uaqkyd,wiki_dragonbarrow,mentions,mention,{}
17f69dd1443l0i2mt2e1wsljt8hffr,wiki_dragonbarrow,mentions,mention,{}
17f697b13fal0i2mt2gmldy864m2zj,17f698b7d2fl0i1umtkf7cu5a21hdw,mentions,mention,{}
17f697b13fal0i2mt2gmldy864m2zj,wiki_mountaintops_of_the_giants,mentions,mention,{}
17f6986c248l0i2mud577bnmdfh8w,wiki_mountaintops_of_the_giants,mentions,mention,{}
17f695f2681l0i2muinpxbngca38up,wiki_mountaintops_of_the_giants,mentions,mention,{}
17f69b5132al0i2mvbu1p0fqlhzbjb,wiki_consecrated_snowfield,mentions,mention,{}
17f69b5132al0i2mvbu1p0fqlhzbjb,wiki_miquella,mentions,mention,{}
17f69a00a08l0i2mvsxha1qmkpwnqb,17f69998009l0i20d6pfa4akbg6h3,mentions,mention,{}
17f69a00a08l0i2mvsxha1qmkpwnqb,17f69bcf445l0i20dcnkb0ztuvth8s,mentions,mention,{}
17f69a00a08l0i2mvsxha1qmkpwnqb,17f697bdfffl0i2mtpen4salledwa,mentions,mention,{}
17f69a00a08l0i2mvsxha1qmkpwnqb,wiki_forbidden_lands,mentions,mention,{}
17f69a00a08l0i2mvsxha1qmkpwnqb,wiki_miquella,mentions,mention,{}
17f69ea8ac4l0i2mw3htuchm8ubrxk,wiki_consecrated_snowfield,mentions,mention,{}
17f69dfae57l0i2mwa08uny35m2uqf,17f69ea8ac4l0i2mw3htuchm8ubrxk,mentions,mention,{}
17f69dfae57l0i2mwa08uny35m2uqf,wiki_consecrated_snowfield,mentions,mention,{}
17f695abef9l0i1ujzrup5y0z7rw6,wiki_volcano_manor,mentions,mention,{}
17f69b4ba0al0i1uk6s98t1nbtxunt,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69b4ba0al0i1uk6s98t1nbtxunt,17f69bb7d32l0i1ou85ft99zwecdel,mentions,mention,{}
17f69b4ba0al0i1uk6s98t1nbtxunt,17f69bd3c06l0i1ulx2jxbiogta1i,mentions,mention,{}
17f69b4ba0al0i1uk6s98t1nbtxunt,wiki_godwyn_the_golden,mentions,mention,{}
17f69b4ba0al0i1uk6s98t1nbtxunt,wiki_daggers,mentions,mention,{}
17f69a3ca37l0i1ukd1lq14ctafbk,17f69552774l0i1oyd6lwf3vlq0nhn,mentions,mention,{}
17f69a3ca37l0i1ukd1lq14ctafbk,wiki_liurnia_of_the_lakes,mentions,mention,{}
17f69590896l0i1ul0hnmor8iyf9xd,wiki_hallowhorn_grounds,mentions,mention,{}
17f69590896l0i1ul0hnmor8iyf9xd,wiki_siofra_river,mentions,mention,{}
17f69878c4al0i1ul0i7dsfou8igrk,wiki_locations,mentions,mention,{}
17f697240ecl0i1ul21nevug9wq54e,wiki_locations,mentions,mention,{}
17f697240ecl0i1ul21nevug9wq54e,wiki_stats,mentions,mention,{}
17f697240ecl0i1ul21nevug9wq54e,wiki_gurranq_beast_clergyman,mentions,mention,{}
17f69bcfd7dl0i1ul502rklvi8tx62,17f69dfae57l0i2mwa08uny35m2uqf,mentions,mention,{}
17f69bcfd7dl0i1ul502rklvi8tx62,17f690b63a9l0hynvpzqrouoa3uwo,mentions,mention,{}
17f69bcfd7dl0i1ul502rklvi8tx62,wiki_consecrated_snowfield,mentions,mention,{}
17f69d4387al0i1ulpqqumwqw05j3c,17f69bc29c9l0i2m8mjnl6ac43o3sa,mentions,mention,{}
17f69d7fe72l0i1ultk418yedh25s7,17f69bc29c9l0i2m8mjnl6ac43o3sa,mentions,mention,{}
17f69d7fe72l0i1ultk418yedh25s7,wiki_bosses,mentions,mention,{}
17f69c4aacel0i1uluegh15idblimv,wiki_armor,mentions,mention,{}
17f69a61779l0i1ulv0a3ru8iy0zh5,17f69160ac9l0hynthagycs7dr7gq7,mentions,mention,{}
17f69a61779l0i1ulv0a3ru8iy0zh5,wiki_runes,mentions,mention,{}
17f69a61779l0i1ulv0a3ru8iy0zh5,wiki_items,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,17f69bb7d32l0i1ou85ft99zwecdel,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,wiki_bosses,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,wiki_locations,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,wiki_stats,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,wiki_the_lands_between,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,wiki_weapons,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,wiki_items,mentions,mention,{}
17f69bd3c06l0i1ulx2jxbiogta1i,wiki_spirit_ashes,mentions,mention,{}
17f69637e92l0i1um8wqsflgk3i9yr,17f69d3927cl0i2m7rak61iym4ek,mentions,mention,{}
17f69637e92l0i1um8wqsflgk3i9yr,wiki_bloodhound_knight,mentions,mention,{}
17f69637e92l0i1um8wqsflgk3i9yr,wiki_limgrave,mentions,mention,{}
17f69637e92l0i1um8wqsflgk3i9yr,wiki_runes,mentions,mention,{}
17f697f48d5l0i1umdbu7v5phffgq,17f69c93d09l0i2m9yixlupxvwoc7r,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,17f69502a09l0i1pgjcmg5igz1j0mr,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,17f697047a0l0i1pik0le4bp23xal,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,wiki_armor,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,wiki_bosses,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,wiki_locations,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,wiki_poison,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,wiki_runes,mentions,mention,{}
17f69563d15l0i1umhb4am3xzuib3g,wiki_items,mentions,mention,{}
17f69d6ca41l0i1umlxg0j36mhrnzr,wiki_bosses,mentions,mention,{}
17f69d6ca41l0i1umlxg0j36mhrnzr,wiki_locations,mentions,mention,{}
17f69d6ca41l0i1umlxg0j36mhrnzr,wiki_stats,mentions,mention,{}
17f69d6ca41l0i1umlxg0j36mhrnzr,wiki_the_lands_between,mentions,mention,{}
17f698b7d2fl0i1umtkf7cu5a21hdw,17f696b2b4al0i1p8ly2eaf2vbepd6,mentions,mention,{}
17f698b7d2fl0i1umtkf7cu5a21hdw,17f697b13fal0i2mt2gmldy864m2zj,mentions,mention,{}
17f698b7d2fl0i1umtkf7cu5a21hdw,wiki_armor,mentions,mention,{}
17f698b7d2fl0i1umtkf7cu5a21hdw,wiki_consecrated_snowfield,mentions,mention,{}
17f698b7d2fl0i1umtkf7cu5a21hdw,wiki_mountaintops_of_the_giants,mentions,mention,{}
17f69562d87l0i1umxu2qwle86ai8q,17f696b2b4al0i1p8ly2eaf2vbepd6,mentions,mention,{}
17f69562d87l0i1umxu2qwle86ai8q,wiki_caelid,mentions,mention,{}
17f69562d87l0i1umxu2qwle86ai8q,wiki_runes,mentions,mention,{}
17f69562d87l0i1umxu2qwle86ai8q,wiki_swamp_of_aeonia,mentions,mention,{}
17f69562d87l0i1umxu2qwle86ai8q,wiki_items,mentions,mention,{}
17f699b0755l0i1un48m87fngquaw,17f6974feb9l0i1olnp61dvex8ugut,mentions,mention,{}
17f699b0755l0i1un48m87fngquaw,17f69a6fae3l0i1uq63au7m71cs8mh,mentions,mention,{}
17f699b0755l0i1un48m87fngquaw,wiki_armor,mentions,mention,{}
17f695b37c1l0i1ungf7vjojqaf4zp,wiki_bosses,mentions,mention,{}
17f695b37c1l0i1ungf7vjojqaf4zp,wiki_locations,mentions,mention,{}
17f69e151d8l0i1uo19hl8r6l0snmo,17f6965c8c7l0i1p4ca48460ednlrf,mentions,mention,{}
17f69e151d8l0i1uo19hl8r6l0snmo,17f69e15137l0i1uu7e0w9qynlhveh,mentions,mention,{}
17f69e151d8l0i1uo19hl8r6l0snmo,wiki_locations,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_bosses,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_caelid,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_locations,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_runes,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_scarlet_rot,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_stats,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_the_lands_between,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_weapons,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_items,mentions,mention,{}
17f69bcc1cdl0i1uoai2hm5tcbuhh2,wiki_spirit_ashes,mentions,mention,{}
17f6961da46l0i1uoh7hemoben3dtg,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f6961da46l0i1uoh7hemoben3dtg,17f697edfb9l0i2m79bx2q2xwbbjtl,mentions,mention,{}
17f6961da46l0i1uoh7hemoben3dtg,17f690b63a9l0hynvpzqrouoa3uwo,mentions,mention,{}
17f6961da46l0i1uoh7hemoben3dtg,wiki_daggers,mentions,mention,{}
17f69559137l0i1uoqf3qzndh0901t,17f69930219l0i1oytgbre6o33dti,mentions,mention,{}
17f69518792l0i1up7fr7vzvqcmzf,wiki_golem,mentions,mention,{}
17f69625d6el0i1upqw478c5kvsjv3,17f6992d42bl0i1v2mmti9t0qkl5yj,mentions,mention,{}
17f69625d6el0i1upqw478c5kvsjv3,wiki_armor,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_bosses,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_locations,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_runes,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_stats,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_the_lands_between,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_weapons,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_items,mentions,mention,{}
17f69de1071l0i1uprrms3umg3rug,wiki_spirit_ashes,mentions,mention,{}
17f69b43b78l0i1upyrupf0wna8q7a,wiki_locations,mentions,mention,{}
17f69b43b78l0i1upyrupf0wna8q7a,wiki_stats,mentions,mention,{}
17f69a6fae3l0i1uq63au7m71cs8mh,wiki_armor,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,17f69de1071l0i1uprrms3umg3rug,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_bosses,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_locations,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_runes,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_stats,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_the_lands_between,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_uhl_palace_ruins,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_weapons,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_items,mentions,mention,{}
17f699200d2l0i1uqbs9w1ijmp2ner,wiki_spirit_ashes,mentions,mention,{}
17f69bf3366l0i1uqds10qc8exqn1ik,wiki_crumbling_farum_azula,mentions,mention,{}
17f699dadfbl0i1uqmgi50oii11eaj,wiki_elden_throne,mentions,mention,{}
17f699dadfbl0i1uqmgi50oii11eaj,wiki_the_lands_between,mentions,mention,{}
17f695cb903l0i1uqqf40ik8th6wqw,17f6981f5f9l0i2mpl63u29r5fa3te,mentions,mention,{}
17f695cb903l0i1uqqf40ik8th6wqw,wiki_altus_plateau,mentions,mention,{}
17f69579c3dl0i1uqxt6ul73e103ur,17f699693fbl0i1otqw0glcy3u6fp0k,mentions,mention,{}
17f69579c3dl0i1uqxt6ul73e103ur,17f69a8e034l0i2moqhosmm855zzp,mentions,mention,{}
17f69579c3dl0i1uqxt6ul73e103ur,wiki_incantations,mentions,mention,{}
17f6969fb51l0i1ur3o74ppc7h3gl5,17f69b8a1f0l0i1zkh6maq6vqjsba,mentions,mention,{}
17f69aae933l0i1urbz9zyz3jjvhjf,wiki_locations,mentions,mention,{}
17f69aae933l0i1urbz9zyz3jjvhjf,wiki_runes,mentions,mention,{}
17f69aae933l0i1urbz9zyz3jjvhjf,wiki_items,mentions,mention,{}
17f695d42c3l0i1uriibjok1ydfodg,wiki_deeproot_depths,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_bosses,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_limgrave,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_locations,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_runes,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_stats,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_the_lands_between,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_weapons,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_items,mentions,mention,{}
17f69725115l0i1urx3t47u0gfs43,wiki_spirit_ashes,mentions,mention,{}
17f69ba1aa7l0i1us08w3dodkoeju,17f69bd66dfl0i2onozxtj8yo2qu5,mentions,mention,{}
17f69ba1aa7l0i1us08w3dodkoeju,wiki_mountaintops_of_the_giants,mentions,mention,{}
17f69846e66l0i1us1stxjbqloi1z,17f69b97ce8l0i2ms4ikyh4h5oxhve,mentions,mention,{}
17f696b2a70l0i1us26mtvbp7p85,17f69d11b53l0i2mlurz5othyaw2yn,mentions,mention,{}
17f696b2a70l0i1us26mtvbp7p85,wiki_armor,mentions,mention,{}
17f699fafc0l0i1usmk2s2oybvx44a,wiki_locations,mentions,mention,{}
17f699fafc0l0i1usmk2s2oybvx44a,wiki_stats,mentions,mention,{}
17f6953dec4l0i1uso41jlanmo9c4v,wiki_bosses,mentions,mention,{}
17f6953dec4l0i1uso41jlanmo9c4v,wiki_locations,mentions,mention,{}
17f6953dec4l0i1uso41jlanmo9c4v,wiki_stats,mentions,mention,{}
17f6953dec4l0i1uso41jlanmo9c4v,wiki_the_lands_between,mentions,mention,{}
17f6953dec4l0i1uso41jlanmo9c4v,wiki_weapons,mentions,mention,{}
17f6953dec4l0i1uso41jlanmo9c4v,wiki_items,mentions,mention,{}
17f6953dec4l0i1uso41jlanmo9c4v,wiki_spirit_ashes,mentions,mention,{}
17f695d390el0i1usszzihpctlfb2,wiki_bosses,mentions,mention,{}
17f695d390el0i1usszzihpctlfb2,wiki_locations,mentions,mention,{}
17f695d390el0i1usszzihpctlfb2,wiki_stats,mentions,mention,{}
17f695d390el0i1usszzihpctlfb2,wiki_the_lands_between,mentions,mention,{}
17f69c4aefal0i1usvodp9osviy7v,17f698e4311l0i2mo8fibxu670d50f,mentions,mention,{}
17f69c4aefal0i1usvodp9osviy7v,17f6953f0d5l0i1uthl5j30bc50wdo,mentions,mention,{}
17f697d2396l0i1utcv9km3qxcnt6m,17f69a8e034l0i2moqhosmm855zzp,mentions,mention,{}
17f697d2396l0i1utcv9km3qxcnt6m,"wiki_godfrey,_first_elden_lord",mentions,mention,{}
17f6953f0d5l0i1uthl5j30bc50wdo,wiki_bosses,mentions,mention,{}
17f6953f0d5l0i1uthl5j30bc50wdo,wiki_locations,mentions,mention,{}
17f6953f0d5l0i1uthl5j30bc50wdo,wiki_stats,mentions,mention,{}
17f6953f0d5l0i1uthl5j30bc50wdo,wiki_stormveil_castle,mentions,mention,{}
17f6953f0d5l0i1uthl5j30bc50wdo,wiki_the_lands_between,mentions,mention,{}
17f6953f0d5l0i1uthl5j30bc50wdo,wiki_weapons,mentions,mention,{}
17f6953f0d5l0i1uthl5j30bc50wdo,wiki_ashes_of_war,mentions,mention,{}
17f69b45618l0i1uuc1z6qlw7hnnq,17f69afb6c2l0i1ps6dducecpwa4m,mentions,mention,{}
17f69b45618l0i1uuc1z6qlw7hnnq,17f69dbf58cl0i1ux7vft8wsk6ejbb,mentions,mention,{}
17f69b45618l0i1uuc1z6qlw7hnnq,17f69160ac9l0hynthagycs7dr7gq7,mentions,mention,{}
17f69b45618l0i1uuc1z6qlw7hnnq,17f6982c810l0hyntn0pvua05sv3w,mentions,mention,{}
17f69b45618l0i1uuc1z6qlw7hnnq,wiki_bosses,mentions,mention,{}
17f69b45618l0i1uuc1z6qlw7hnnq,wiki_incantations,mentions,mention,{}
17f69b45618l0i1uuc1z6qlw7hnnq,wiki_twinblades,mentions,mention,{}
17f69c68871l0i1utx4r38kpdj1yil,17f69b45618l0i1uuc1z6qlw7hnnq,mentions,mention,{}
17f69c68871l0i1utx4r38kpdj1yil,17f69814439l0i1uuifby3b0bn9gs,mentions,mention,{}
17f69c68871l0i1utx4r38kpdj1yil,wiki_locations,mentions,mention,{}
17f69c68871l0i1utx4r38kpdj1yil,wiki_stats,mentions,mention,{}
17f69e15137l0i1uu7e0w9qynlhveh,17f697047a0l0i1pik0le4bp23xal,mentions,mention,{}
17f69e15137l0i1uu7e0w9qynlhveh,17f69e151d8l0i1uo19hl8r6l0snmo,mentions,mention,{}
17f69e15137l0i1uu7e0w9qynlhveh,wiki_bosses,mentions,mention,{}
17f69e15137l0i1uu7e0w9qynlhveh,wiki_runes,mentions,mention,{}
17f69e15137l0i1uu7e0w9qynlhveh,wiki_the_lands_between,mentions,mention,{}
17f69e15137l0i1uu7e0w9qynlhveh,wiki_items,mentions,mention,{}
17f69814439l0i1uuifby3b0bn9gs,17f69c6c09el0i1poegki2ecno2vw,mentions,mention,{}
17f69814439l0i1uuifby3b0bn9gs,17f6982c810l0hyntn0pvua05sv3w,mentions,mention,{}
17f69814439l0i1uuifby3b0bn9gs,wiki_armor,mentions,mention,{}
17f69814439l0i1uuifby3b0bn9gs,wiki_bosses,mentions,mention,{}
