node_id,node_type,name,description,raw_endpoint,extra_json,description_length,location_degree,drop_degree,name_length,has_image,in_degree,out_degree,betweenness,pagerank
17f69d22df5l0i1os1vzj7jka683f,weapon,Beastman's Curved Sword,Curved sword forged of dull iron wielded by the beastmen of Farum Azula. The blade is heavy but well-balanced. Comparatively easy to wield for the damage it delivers.,weapons,"{""attack"": [{""amount"": 113, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 44, ""name"": ""Phy""}, {""amount"": 33, ""name"": ""Mag""}, {""amount"": 33, ""name"": ""Fire""}, {""amount"": 33, ""name"": ""Ligt""}, {""amount"": 33, ""name"": ""Holy""}, {""amount"": 27, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d22df5l0i1os1vzj7jka683f.png"", ""requiredAttributes"": [{""amount"": 13, ""name"": ""Str""}, {""amount"": 11, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""C""}, {""name"": ""Dex"", ""scaling"": ""E""}], ""weapon_category"": ""Curved Sword"", ""weight"": 4}",166,0,0,23,1,0,2,0.0,0.0005084358134138552
17f69498ae3l0i1os4m19u5e478yu2,weapon,Shotel,"Curved sword with a severely hooked blade. Its attacks can slip through an enemy's guard.  Made to hunt down humans, this weapon requires high dexterity to wield efficiently. ",weapons,"{""attack"": [{""amount"": 96, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 37, ""name"": ""Phy""}, {""amount"": 27, ""name"": ""Mag""}, {""amount"": 27, ""name"": ""Fire""}, {""amount"": 27, ""name"": ""Ligt""}, {""amount"": 27, ""name"": ""Holy""}, {""amount"": 22, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69498ae3l0i1os4m19u5e478yu2.png"", ""requiredAttributes"": [{""amount"": 9, ""name"": ""Str""}, {""amount"": 19, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 2}",175,0,0,6,1,0,2,0.0,0.0005084358134138552
17f69908917l0i1os577fp2a0c8n8w,weapon,Magma Blade,"Curved sword with a blade fashioned from the lava of Mt. Gelmir. An armament of the man-serpents, impossible for a human to have made. Deals fire damage.",weapons,"{""attack"": [{""amount"": 96, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 62, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 44, ""name"": ""Phy""}, {""amount"": 30, ""name"": ""Mag""}, {""amount"": 44, ""name"": ""Fire""}, {""amount"": 30, ""name"": ""Ligt""}, {""amount"": 30, ""name"": ""Holy""}, {""amount"": 27, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69908917l0i1os577fp2a0c8n8w.png"", ""requiredAttributes"": [{""amount"": 9, ""name"": ""Str""}, {""amount"": 15, ""name"": ""Dex""}, {""amount"": 16, ""name"": ""Fai""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 4}",153,0,0,11,1,0,3,0.0,0.0005084358134138552
17f694e2077l0i1osqjan4fnttniyc,weapon,Flowing Curved Sword,"Legends speak of a master of the sword garbed in blue, and his curved blade that was patterned after flowing water. Strong attack unleashes a series of strikes akin to a dance, offering a glimpse into the legend. Skill: Spinning Slash Skill favored by dexterous warriors. Slash foes as your body spins. Additional input allows for a follow-up attack.",weapons,"{""attack"": [{""amount"": 109, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 42, ""name"": ""Phy""}, {""amount"": 31, ""name"": ""Mag""}, {""amount"": 31, ""name"": ""Fire""}, {""amount"": 31, ""name"": ""Ligt""}, {""amount"": 31, ""name"": ""Holy""}, {""amount"": 26, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f694e2077l0i1osqjan4fnttniyc.png"", ""requiredAttributes"": [{""amount"": 9, ""name"": ""Str""}, {""amount"": 17, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 3.5}",350,0,0,20,1,0,2,0.0,0.0005084358134138552
17f695b60e8l0i1osrls9u8la9bek,weapon,Wing Of Astel,"Sword fashioned from a delicate wing, suffused with the magic of the stars. Strong attack unleashes a wave of enchanted light. Crafted from a relic of the Naturalborn of the Void who is said to have assailed the Eternal City.",weapons,"{""attack"": [{""amount"": 65, ""name"": ""Phy""}, {""amount"": 78, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 28, ""name"": ""Phy""}, {""amount"": 52, ""name"": ""Mag""}, {""amount"": 23, ""name"": ""Fire""}, {""amount"": 23, ""name"": ""Ligt""}, {""amount"": 23, ""name"": ""Holy""}, {""amount"": 23, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f695b60e8l0i1osrls9u8la9bek.png"", ""requiredAttributes"": [{""amount"": 7, ""name"": ""Str""}, {""amount"": 17, ""name"": ""Dex""}, {""amount"": 20, ""name"": ""Int""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Int"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 2.5}",225,0,0,13,1,0,3,0.0,0.0005084358134138552
17f695e8a95l0i1osvuh2s392bslgf,weapon,Eclipse Shotel,"Storied sword and treasure of Castle Sol that depicts an eclipsed sun drained of color. One of the legendary armaments. In Sol, the sight of an eclipse inspires a dreadful awe, preventing an onlooker from averting his gaze.",weapons,"{""attack"": [{""amount"": 77, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 77, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 35, ""name"": ""Phy""}, {""amount"": 25, ""name"": ""Mag""}, {""amount"": 25, ""name"": ""Fire""}, {""amount"": 25, ""name"": ""Ligt""}, {""amount"": 50, ""name"": ""Holy""}, {""amount"": 25, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f695e8a95l0i1osvuh2s392bslgf.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 25, ""name"": ""Dex""}, {""amount"": 30, ""name"": ""Fai""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 3}",223,0,0,14,1,0,3,0.0,0.0005084358134138552
17f6977fc1al0i1oswu20i8xjh9liqj,weapon,Serpent-god's Curved Sword,"Curved sword fashioned in the image of an ancient serpent deity and tool of a forgotten religion practiced on Mt. Gelmir. Formerly used to offer up sacrifices, this sword restores HP upon slaying an enemy.",weapons,"{""attack"": [{""amount"": 113, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 44, ""name"": ""Phy""}, {""amount"": 33, ""name"": ""Mag""}, {""amount"": 33, ""name"": ""Fire""}, {""amount"": 33, ""name"": ""Ligt""}, {""amount"": 33, ""name"": ""Holy""}, {""amount"": 27, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f6977fc1al0i1oswu20i8xjh9liqj.png"", ""requiredAttributes"": [{""amount"": 13, ""name"": ""Str""}, {""amount"": 9, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""E""}], ""weapon_category"": ""Curved Sword"", ""weight"": 4}",205,0,0,26,1,0,2,0.0,0.0005084358134138552
17f69d7cf23l0i1osx8dg6r5dybhck,weapon,Scavenger's Curved Sword,"Unique curved sword, notched like shark's teeth. Weapon carried by corpse pillagers who prowl the sites of old battles. The blade is tacky with blood and covered in hefty nicks, making it totally uneven. Life can be sinister indeed.",weapons,"{""attack"": [{""amount"": 105, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 40, ""name"": ""Phy""}, {""amount"": 30, ""name"": ""Mag""}, {""amount"": 30, ""name"": ""Fire""}, {""amount"": 30, ""name"": ""Ligt""}, {""amount"": 30, ""name"": ""Holy""}, {""amount"": 25, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d7cf23l0i1osx8dg6r5dybhck.png"", ""requiredAttributes"": [{""amount"": 9, ""name"": ""Str""}, {""amount"": 14, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 3.5}",232,0,0,24,1,0,2,0.0,0.0005084358134138552
17f69a28357l0i1otefec4u3qjtjve,weapon,Mantis Blade,"A curved sword with a blade at both ends wielded by the Cemetery Shades, the insect-ridden grave keepers.  The blade is thin and sharp, and strong attack unleashes a far-reaching slash.",weapons,"{""attack"": [{""amount"": 112, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 44, ""name"": ""Phy""}, {""amount"": 33, ""name"": ""Mag""}, {""amount"": 33, ""name"": ""Fire""}, {""amount"": 33, ""name"": ""Ligt""}, {""amount"": 33, ""name"": ""Holy""}, {""amount"": 27, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69a28357l0i1otefec4u3qjtjve.png"", ""requiredAttributes"": [{""amount"": 10, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 4}",185,0,0,12,1,0,2,0.0,0.0005084358134138552
17f695c221bl0i1oti2aqelikacuj6,weapon,Scimitar,"A curved sword with a single-sided blade. Delivers slashing attacks with its sharp blade, but is ineffective against armor and hides covered in tough scales. Smaller in size than most curved swords, it carves into enemies with quick, sharp cuts.",weapons,"{""attack"": [{""amount"": 106, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 40, ""name"": ""Phy""}, {""amount"": 30, ""name"": ""Mag""}, {""amount"": 30, ""name"": ""Fire""}, {""amount"": 30, ""name"": ""Ligt""}, {""amount"": 30, ""name"": ""Holy""}, {""amount"": 25, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f695c221bl0i1oti2aqelikacuj6.png"", ""requiredAttributes"": [{""amount"": 7, ""name"": ""Str""}, {""amount"": 13, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 3}",245,0,0,8,1,0,2,0.0,0.0005084358134138552
17f69913ab4l0i1otlpefqm0g08exp,weapon,Nox Flowing Sword,"A grim weapon wielded by swordsmen of the Eternal City, this shotel has a blade as fine as a needle. Forged from the liquid metal of a Silver Tear, it is thoroughly tempered until hardened",weapons,"{""attack"": [{""amount"": 112, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 40, ""name"": ""Phy""}, {""amount"": 30, ""name"": ""Mag""}, {""amount"": 30, ""name"": ""Fire""}, {""amount"": 30, ""name"": ""Ligt""}, {""amount"": 30, ""name"": ""Holy""}, {""amount"": 25, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69913ab4l0i1otlpefqm0g08exp.png"", ""requiredAttributes"": [{""amount"": 8, ""name"": ""Str""}, {""amount"": 15, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 3.5}",188,0,0,17,1,1,2,1.329520269201264e-06,0.0005503179822436107
17f699693fbl0i1otqw0glcy3u6fp0k,weapon,Dagger,"A standard dagger with a straight blade.  Though modest in reach and capacity fo harm, this weapon is light enough to jab in rapid succession and delivers devastating critical hits. ",weapons,"{""attack"": [{""amount"": 74, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 130, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 35, ""name"": ""Phy""}, {""amount"": 20, ""name"": ""Mag""}, {""amount"": 20, ""name"": ""Fire""}, {""amount"": 20, ""name"": ""Ligt""}, {""amount"": 20, ""name"": ""Holy""}, {""amount"": 15, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f699693fbl0i1otqw0glcy3u6fp0k.png"", ""requiredAttributes"": [{""amount"": 5, ""name"": ""Str""}, {""amount"": 9, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""weapon_category"": ""Dagger"", ""weight"": 1.5}",182,0,0,6,1,1,2,3.4847148325691853e-06,0.0005551710915704696
17f69ba85cal0i1ou17700c5cqef3i,weapon,Grossmesser,Curved sword boasting a large blade.  This weapon is designed to make use of its weight in combination with its sharp cutting edge.  A thoroughly reliable choice of weapon for those who can master its particulars. ,weapons,"{""attack"": [{""amount"": 115, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Curved Sword"", ""defence"": [{""amount"": 46, ""name"": ""Phy""}, {""amount"": 34, ""name"": ""Mag""}, {""amount"": 34, ""name"": ""Fire""}, {""amount"": 34, ""name"": ""Ligt""}, {""amount"": 34, ""name"": ""Holy""}, {""amount"": 28, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69ba85cal0i1ou17700c5cqef3i.png"", ""requiredAttributes"": [{""amount"": 14, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Curved Sword"", ""weight"": 4.5}",214,0,0,11,1,0,2,0.0,0.0005084358134138552
17f69bb7d32l0i1ou85ft99zwecdel,weapon,Black Knife,Dagger once belonging to one of the assassins who murdered Godwyn the Golden on the Night of the Black Knives.  A ritual performed on the oddly misshapen blade imbued it with the power of the stolen Rune of Death. ,weapons,"{""attack"": [{""amount"": 66, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 65, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 26, ""name"": ""Phy""}, {""amount"": 15, ""name"": ""Mag""}, {""amount"": 15, ""name"": ""Fire""}, {""amount"": 15, ""name"": ""Ligt""}, {""amount"": 42, ""name"": ""Holy""}, {""amount"": 15, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69bb7d32l0i1ou85ft99zwecdel.png"", ""requiredAttributes"": [{""amount"": 8, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}, {""amount"": 18, ""name"": ""Fai""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Fai"", ""scaling"": ""D""}], ""weapon_category"": ""Dagger"", ""weight"": 2}",214,0,0,11,1,1,3,1.994280403801896e-06,0.0007246411396224494
17f6959f1adl0i1ou9x8vs08p3u09g,weapon,Parrying Dagger,"A knife with curved handguards. Designed to parry, turning foes' attacks against them.  For master of combat who anticipate every enemy strike and counter accordingly, this weapon is all they need. ",weapons,"{""attack"": [{""amount"": 75, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 35, ""name"": ""Phy""}, {""amount"": 20, ""name"": ""Mag""}, {""amount"": 20, ""name"": ""Fire""}, {""amount"": 20, ""name"": ""Ligt""}, {""amount"": 20, ""name"": ""Holy""}, {""amount"": 15, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f6959f1adl0i1ou9x8vs08p3u09g.png"", ""requiredAttributes"": [{""amount"": 5, ""name"": ""Str""}, {""amount"": 14, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""weapon_category"": ""Dagger"", ""weight"": 1.5}",198,0,0,15,1,0,2,0.0,0.0005084358134138552
17f69aa066dl0i1ouek4e8nmlybotp,weapon,Miséricorde,"Dagger favored by military physicians in white.  The pointed blade is hard and sharp, making critical hits especially potent.  Medicine is mercy. and mercy upon the battlefield is ruthless. Beware the killers clothes as men of compassion",weapons,"{""attack"": [{""amount"": 92, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 140, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 36, ""name"": ""Phy""}, {""amount"": 21, ""name"": ""Mag""}, {""amount"": 21, ""name"": ""Fire""}, {""amount"": 21, ""name"": ""Ligt""}, {""amount"": 21, ""name"": ""Holy""}, {""amount"": 15, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69aa066dl0i1ouek4e8nmlybotp.png"", ""requiredAttributes"": [{""amount"": 7, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}], ""weapon_category"": ""Dagger"", ""weight"": 2}",237,0,0,11,1,0,2,0.0,0.0005084358134138552
17f69d42419l0i1oujp0m1csaaqdanf,weapon,Reduvia,"Jagged dagger with a distinctive curled blade. Carried by the noble servants of the Lord of Blood. This dagger rips the flesh as it enters, inflicting blood loss with sickening efficacy. A proud testament to the success of its vicious design, this weapon is perpetually coated in blood.",weapons,"{""attack"": [{""amount"": 79, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 38, ""name"": ""Phy""}, {""amount"": 22, ""name"": ""Mag""}, {""amount"": 22, ""name"": ""Fire""}, {""amount"": 22, ""name"": ""Ligt""}, {""amount"": 22, ""name"": ""Holy""}, {""amount"": 16, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d42419l0i1oujp0m1csaaqdanf.png"", ""requiredAttributes"": [{""amount"": 5, ""name"": ""Str""}, {""amount"": 13, ""name"": ""Dex""}, {""amount"": 13, ""name"": ""Arc""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Arc"", ""scaling"": ""D""}], ""weapon_category"": ""Dagger"", ""weight"": 2.5}",286,0,0,7,1,1,3,1.994280403801896e-06,0.0009408464658310438
17f695c23a5l0i1ourjc45t3ot8y0r,weapon,Crystal Knife,"A knife made by sharpening hard crystal. Signature weapon of glintstone miners.  Used as a tool to extract glintstone from broken rock, and as such a faint magic enwreathes the blade.",weapons,"{""attack"": [{""amount"": 82, ""name"": ""Phy""}, {""amount"": 53, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 32, ""name"": ""Phy""}, {""amount"": 31, ""name"": ""Mag""}, {""amount"": 18, ""name"": ""Fire""}, {""amount"": 18, ""name"": ""Ligt""}, {""amount"": 18, ""name"": ""Holy""}, {""amount"": 15, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f695c23a5l0i1ourjc45t3ot8y0r.png"", ""requiredAttributes"": [{""amount"": 8, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}, {""amount"": 9, ""name"": ""Int""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Int"", ""scaling"": ""D""}], ""weapon_category"": ""Dagger"", ""weight"": 2}",183,0,0,13,1,0,3,0.0,0.0005084358134138552
17f69538376l0i1ouzstk2t2dod57i,weapon,Celebrant's Sickle,Sickle decorated with flowers and many-coloured fabrics. Ceremonial tool used by dancers during the festivities of Dominula. Its attacks can slip through an enemy's guard. Crafted from human bone. Grants trace amounts of runes on landing attacks.,weapons,"{""attack"": [{""amount"": 79, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 100, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 35, ""name"": ""Phy""}, {""amount"": 20, ""name"": ""Mag""}, {""amount"": 20, ""name"": ""Fire""}, {""amount"": 20, ""name"": ""Ligt""}, {""amount"": 20, ""name"": ""Holy""}, {""amount"": 15, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69538376l0i1ouzstk2t2dod57i.png"", ""requiredAttributes"": [{""amount"": 6, ""name"": ""Str""}, {""amount"": 11, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""weapon_category"": ""Dagger"", ""weight"": 1.5}",246,0,0,18,1,0,2,0.0,0.0005084358134138552
17f69756a35l0i1ov1vi3cb4201sxa,weapon,Glintstone Kris,"Ritual blade once presented to Leyndell by the Academy of Raya Lucaria to celebrate their newfound peace. Though the weapon is embedded with precious glintstones and features Erdtree ornamentation, the undulating blade is symbolic of an ancient ritual.",weapons,"{""attack"": [{""amount"": 57, ""name"": ""Phy""}, {""amount"": 68, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 23, ""name"": ""Phy""}, {""amount"": 45, ""name"": ""Mag""}, {""amount"": 14, ""name"": ""Fire""}, {""amount"": 14, ""name"": ""Ligt""}, {""amount"": 14, ""name"": ""Holy""}, {""amount"": 15, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69756a35l0i1ov1vi3cb4201sxa.png"", ""requiredAttributes"": [{""amount"": 5, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}, {""amount"": 16, ""name"": ""Int""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""E""}, {""name"": ""Dex"", ""scaling"": ""D""}, {""name"": ""Int"", ""scaling"": ""D""}], ""weapon_category"": ""Dagger"", ""weight"": 1.5}",252,0,0,15,1,0,3,0.0,0.0005084358134138552
17f69d58e08l0i1ovazqw2hxmxgdc,weapon,Scorpion's Stinger,"Dagger fashioned from a great scorpion's tail, glistening with scarlet rot. A ceremonial tool used by heretics, crafted from the relic of a sealed outer god.",weapons,"{""attack"": [{""amount"": 79, ""name"": ""Phy""}, {""amount"": 0, ""name"": ""Mag""}, {""amount"": 0, ""name"": ""Fire""}, {""amount"": 0, ""name"": ""Ligt""}, {""amount"": 0, ""name"": ""Holy""}, {""amount"": 110, ""name"": ""Crit""}], ""category"": ""Dagger"", ""defence"": [{""amount"": 38, ""name"": ""Phy""}, {""amount"": 22, ""name"": ""Mag""}, {""amount"": 22, ""name"": ""Fire""}, {""amount"": 22, ""name"": ""Ligt""}, {""amount"": 22, ""name"": ""Holy""}, {""amount"": 16, ""name"": ""Boost""}], ""image"": ""https://eldenring.fanapis.com/images/weapons/17f69d58e08l0i1ovazqw2hxmxgdc.png"", ""requiredAttributes"": [{""amount"": 6, ""name"": ""Str""}, {""amount"": 12, ""name"": ""Dex""}], ""scalesWith"": [{""name"": ""Str"", ""scaling"": ""D""}, {""name"": ""Dex"", ""scaling"": ""C""}], ""weapon_category"": ""Dagger"", ""weight"": 2.5}",157,0,0,18,1,0,2,0.0,0.0005084358134138552
