node_id,node_type,name,description,source,metadata,community,centrality
17f695c02ebl0i0o6gegz5qdy7kztd,armor,Beast Champion Gauntlets,"Silver gauntlets engraved with tiny beasts. Worn by Bernahl the Recusant. Beasts are drawn to champions, and to lords. And this armor befits a champion worthy of becoming a lord. And that is what Bernahl was. Until his maiden threw herself into the fire.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f695c02ebl0i0o6gegz5qdy7kztd.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 4}, {""name"": ""Strike"", ""amount"": 4}, {""name"": ""Slash"", ""amount"": 4}, {""name"": ""Pierce"", ""amount"": 4}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 19}, {""name"": ""Robustness"", ""amount"": 30}, {""name"": ""Focus"", ""amount"": 14}, {""name"": ""Vitality"", ""amount"": 13}, {""name"": ""Poise"", ""amount"": 6}], ""weight"": 5.8}",41,0.0
17f69727c7el0i0o6hgopjq1dozrl,armor,Black Knife Gauntlets,"Gauntlets used by the Black Knife Assassins. Crafted with scale armor that makes no sound. The assassins that carried out the deeds of the Night of the Black Knives were all women, and rumored to be Numen who had close ties with Marika herself.",api,"{""image"": null, ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 9}, {""name"": ""Robustness"", ""amount"": 15}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 3.1}",197,0.00027692325491489024
17f694f3eadl0i0o7mtggrz1ofisub,armor,Blackflame Monk Gauntlets,Black iron gauntlets featuring a flame motif. Attire of the Blackflame Monks.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f694f3eadl0i0o7mtggrz1ofisub.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 7}, {""name"": ""Vitality"", ""amount"": 11}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.9}",148,0.0
17f695d9337l0i0o7r1gta915accj,armor,Blaidd's Gauntlets,Well-worn black gauntlets of the man-wolf Blaidd.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f695d9337l0i0o7r1gta915accj.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 3}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 13}, {""name"": ""Robustness"", ""amount"": 21}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 5}], ""weight"": 4.6}",41,0.0
17f6958f14el0i0o7rcnxhisq53oq8,armor,Brave's Bracer,Gauntlets wrapped in thick leather. Garb worn by warriors of the frigid uplands. Has a fur lining which excels at keeping the cold at bay.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f6958f14el0i0o7rcnxhisq53oq8.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 0}, {""name"": ""Strike"", ""amount"": 0}, {""name"": ""Slash"", ""amount"": 0}, {""name"": ""Pierce"", ""amount"": 0}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 12}, {""name"": ""Robustness"", ""amount"": 6}, {""name"": ""Focus"", ""amount"": 0}, {""name"": ""Vitality"", ""amount"": 20}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 0.8}",292,0.0
17f693143a2l0i0o7sb9iurg2imsc,armor,Briar Gauntlets,Battered iron gauntlets from a foreign land. Worn by Elemer of the Briar.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f693143a2l0i0o7sb9iurg2imsc.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 12}, {""name"": ""Robustness"", ""amount"": 24}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 3.9}",148,0.00010559982686535187
17f69a9b4adl0i0o7ta34gq0aep43h,armor,Bull-goat Gauntlets,"Great Horned Tragoth's gauntlets. Covers its wearer with a pair of giant horns, providing staunch poise.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69a9b4adl0i0o7ta34gq0aep43h.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 5}, {""name"": ""Strike"", ""amount"": 5}, {""name"": ""Slash"", ""amount"": 4}, {""name"": ""Pierce"", ""amount"": 4}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 24}, {""name"": ""Robustness"", ""amount"": 28}, {""name"": ""Focus"", ""amount"": 15}, {""name"": ""Vitality"", ""amount"": 18}, {""name"": ""Poise"", ""amount"": 10}], ""weight"": 8.8}",293,0.0
17f69b9eb6bl0i0o7tl4067pzud217,armor,Bloodsoaked Manchettes,Manchettes formed from tightly-wound bandages soaked through with blood. Any protection is welcome for the festering arms beneath.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69b9eb6bl0i0o7tl4067pzud217.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 1}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 0}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 14}, {""name"": ""Robustness"", ""amount"": 9}, {""name"": ""Focus"", ""amount"": 24}, {""name"": ""Vitality"", ""amount"": 22}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 1.4}",294,0.0
17f69600773l0i0o7unm0v4n59mz9d,armor,Bloodhound Knight Gauntlets,Metal gauntlets of the Bloodhound Knights.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69600773l0i0o7unm0v4n59mz9d.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 17}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 3.5}",41,0.0
17f69b50907l0i0o7utskwb58lgaii,armor,Blue Silver Bracelets,Bracelets crafted with blue silver. Worn by the wolf-riding Albinauric archers.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69b50907l0i0o7utskwb58lgaii.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 1}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 1}, {""name"": ""Magic"", ""amount"": 1}, {""name"": ""Fire"", ""amount"": 1}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 1}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 4}, {""name"": ""Robustness"", ""amount"": 14}, {""name"": ""Focus"", ""amount"": 1}, {""name"": ""Vitality"", ""amount"": 4}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.1}",295,0.0
17f69b923f1l0i0o7wiqlqbak2haqc,armor,Carian Knight Gauntlets,"Gauntlets of the enchanted knights that once served the Carian royal family. The enchanted knights, anointed by the Lunar Queen, were heroes of the highest honors, but fell into disarray with the decline of the royal family.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69b923f1l0i0o7wiqlqbak2haqc.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 9}, {""name"": ""Robustness"", ""amount"": 15}, {""name"": ""Focus"", ""amount"": 7}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 3.5}",296,0.0
17f697c8d05l0i0o81mkc86pyw8tdh,armor,Chain Gauntlets,"Gauntlets made of woven chain. Standard issue for ordinary soldiers. Though plain in appearance, they offer dependable protection.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f697c8d05l0i0o81mkc86pyw8tdh.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 1}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 1}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 8}, {""name"": ""Robustness"", ""amount"": 14}, {""name"": ""Focus"", ""amount"": 4}, {""name"": ""Vitality"", ""amount"": 6}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 2.9}",297,0.0
17f697642d0l0i0o98xc24ahp9u15s,armor,Cuckoo Knight Gauntlets,Gauntlets worn by Raya Lucaria Academy knights. Time has yet to dull their luster.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f697642d0l0i0o98xc24ahp9u15s.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 19}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.9}",66,0.0
17f69a6ec0bl0i0o99uudum2zc466g,armor,Confessor Gloves,"Black leather gloves of the church confessors. The churches outside the Lands Between, dedicated to the teachings of the Two Fingers, send confessors out to follow the guidance of grace. The confessors are loyal servants to the Two Fingers, ready to hunt down and quietly dispose of their enemies.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69a6ec0bl0i0o99uudum2zc466g.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 21}, {""name"": ""Robustness"", ""amount"": 17}, {""name"": ""Focus"", ""amount"": 17}, {""name"": ""Vitality"", ""amount"": 18}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.8}",17,0.0005202053305689361
17f69aed2ffl0i0o9a404fc0nm7z59o,armor,Cleanrot Gauntlets,"Gauntlets of the Cleanrot Knights, celebrated for their undefeated campaign in the Shattering. The Cleanrot Knights vowed to fight alongside Malenia, despite the inevitable, if gradual, putrefaction of their flesh. Their acceptance of their fate made these battles fiercest of all.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69aed2ffl0i0o9a404fc0nm7z59o.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 3}, {""name"": ""Slash"", ""amount"": 4}, {""name"": ""Pierce"", ""amount"": 4}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 21}, {""name"": ""Robustness"", ""amount"": 22}, {""name"": ""Focus"", ""amount"": 9}, {""name"": ""Vitality"", ""amount"": 11}, {""name"": ""Poise"", ""amount"": 5}], ""weight"": 5}",9,0.0
17f69c14bf9l0i0o9a50murdvyr8wg,armor,Champion Bracers,"Bracers reserved for the bandlands' bravest. Proof that the wearer has slaughtered countless foes. Following the example of their chieftain Hoarah Loux, the brave warriors of the badlands shun excess adornment.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69c14bf9l0i0o9a50murdvyr8wg.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 1}, {""name"": ""Magic"", ""amount"": 1}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 17}, {""name"": ""Robustness"", ""amount"": 11}, {""name"": ""Focus"", ""amount"": 14}, {""name"": ""Vitality"", ""amount"": 13}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.1}",298,0.0
17f69c157acl0i0o9atkpuufsohrii,armor,Depraved Perfumer Gloves,Gloves worn by depraved perfumers.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69c157acl0i0o9atkpuufsohrii.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""Strike"", ""amount"": 1}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 1}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 3}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 23}, {""name"": ""Robustness"", ""amount"": 8}, {""name"": ""Focus"", ""amount"": 20}, {""name"": ""Vitality"", ""amount"": 28}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2}",299,0.0
17f69a5c5bbl0i0o9b3mzby0ky19w,armor,Champion Gauntlets,"Gauntlets reserved for the badlands' bravest. Proof that the wearer has slaughtered countless foes. Following the example of their chieftain Hoarah Loux, the brave warriors of the badlands shun excess adornment.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69a5c5bbl0i0o9b3mzby0ky19w.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 1}, {""name"": ""StrEldenike"", ""amount"": 0}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 1}, {""name"": ""Magic"", ""amount"": 1}, {""name"": ""Fire"", ""amount"": 1}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 1}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 22}, {""name"": ""Robustness"", ""amount"": 16}, {""name"": ""Focus"", ""amount"": 21}, {""name"": ""Vitality"", ""amount"": 0}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 1}",300,0.0
17f699ef9dal0i0o9b5uipzj8nilf,armor,Elden Lord Bracers,"Bracers of Godfrey the first Elden Lord. The age of the Erdtree began amongst conflict, when Godfrey was lord of the battlefield. He led the War against the Giants. Faced the Storm Lord, alone. And then, there came a moment. When his last worthy enemy fell. And it was then, as the story is told, that the hue of Lord Godfrey's eyes faded.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f699ef9dal0i0o9b5uipzj8nilf.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 1}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 6}, {""name"": ""Vitality"", ""amount"": 7}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 3.1}",301,0.0
17f69564c64l0i0o9bzue4p82jaqx,armor,Eccentric's Manchettes,"The knight Jerren's manchettes. Jerren preferred a nomadic existence, but after spending time as a guest of the Carian royals, he became the guest commander for General Radahn. And for the first time, the restless tumbleweed would be bound by honorable oath.",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69564c64l0i0o9bzue4p82jaqx.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 1}, {""name"": ""Holy"", ""amount"": 1}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 8}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 6}, {""name"": ""Vitality"", ""amount"": 4}, {""name"": ""Poise"", ""amount"": 3}], ""weight"": 2.9}",302,0.0
17f693ad5d9l0i0o9cknym209rdqu,armor,Drake Knight Gauntlets,"Black iron gauntlets worn by drake knights. Features the spoils of a dragon catch as an emblem of pride as both dragon hunter and partaker of communion. From birth, drake knights speak not a word. They spend their lives pursuing the strength of dragons, for its sublime beauty and inspiration of awe",api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f693ad5d9l0i0o9cknym209rdqu.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 8}, {""name"": ""Robustness"", ""amount"": 15}, {""name"": ""Focus"", ""amount"": 0}, {""name"": ""Vitality"", ""amount"": 7}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 3.1}",148,0.0020896470161032975
17f699674a7l0i0o9cphpbh7jo0gv7,armor,Crucible Gauntlets,"Gauntlets of the Crucible Knights who served Godfrey, the first Elden Lord. Hold the power of the crucible of life, the primordial form of the Erdtree. Strengthen Aspects of the Crucible incantations. In time, the strength shown by these knights, and even their appearance, was seen as chaotic and deserving of scorn. Crucible Gauntlets is a Gauntlet in Elden Ring. Crucible Gauntlets are an armor piece that protect both of the player's arms by applying various defensive properties, It also changes the appearance as well when it is equipped. Some armor pieces may be available to both genders but may be slightly different for male and female characters.",merged,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f699674a7l0i0o9cphpbh7jo0gv7.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 4}, {""name"": ""Strike"", ""amount"": 3}, {""name"": ""Slash"", ""amount"": 4}, {""name"": ""Pierce"", ""amount"": 4}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 17}, {""name"": ""Robustness"", ""amount"": 24}, {""name"": ""Focus"", ""amount"": 12}, {""name"": ""Vitality"", ""amount"": 12}, {""name"": ""Poise"", ""amount"": 6}], ""weight"": 5.2, ""Dmg Negation Phy 4.4 VS Strike 3.4 VS Slash 4.2 VS Pierce 4.2 Magic 3.2 Fire 3.2 Ligt 2.8 Holy 3.3"": ""Resistance Immunity 17 Robustness 24 Focus 12 Vitality 12 Poise 7"", ""Gauntlets"": ""Wgt. 5.2"", ""wiki_url"": ""https://eldenring.wiki.fextralife.com/Crucible+Gauntlets""}",178,0.000603148295224058
17f699ad810l0i0oaoz2ac2zvdty1n,armor,Errant Sorcerer Manchettes,Commonplace leather manchettes. Their hands are inlaid with dulled glintstone.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f699ad810l0i0oaoz2ac2zvdty1n.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 0}, {""name"": ""Strike"", ""amount"": 0}, {""name"": ""Slash"", ""amount"": 1}, {""name"": ""Pierce"", ""amount"": 0}, {""name"": ""Magic"", ""amount"": 3}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 3}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 7}, {""name"": ""Focus"", ""amount"": 21}, {""name"": ""Vitality"", ""amount"": 22}, {""name"": ""Poise"", ""amount"": 0}], ""weight"": 1.1}",303,0.0
17f6994bd42l0i0oap9tgxmdz4rsmd,armor,Fire Monk Gauntlets,Black iron gauntlets featuring a flame motif. Attire of the Fire Monks.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f6994bd42l0i0oap9tgxmdz4rsmd.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 3}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 11}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.9}",148,0.0
17f69655c81l0i0oarbwusjaln8dq9,armor,Godrick Knight Gauntlets,Gauntlets worn by knights loyal to Godrick the Grafted. Time has yet to dull their luster.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69655c81l0i0oarbwusjaln8dq9.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""StrEldenike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 12}, {""name"": ""Robustness"", ""amount"": 19}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.9}",199,0.0
17f696b459bl0i0oarls7aeninpc4m,armor,Gelmir Knight Gauntlets,Gauntlets worn by knights once loyal to Praetor Rykard. Time has yet to dull their luster.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f696b459bl0i0oarls7aeninpc4m.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 3}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 3}, {""name"": ""Pierce"", ""amount"": 3}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 3}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 12}, {""name"": ""Robustness"", ""amount"": 18}, {""name"": ""Focus"", ""amount"": 8}, {""name"": ""Vitality"", ""amount"": 8}, {""name"": ""Poise"", ""amount"": 4}], ""weight"": 3.9}",304,0.0
17f69a12d9cl0i0oarplwe9hm6wjv,armor,Foot Soldier Gauntlets,Metal gauntlets covered in nicks and dents. Widely issued to foot soldiers in a lord's army.,api,"{""image"": ""https://eldenring.fanapis.com/images/armors/17f69a12d9cl0i0oarplwe9hm6wjv.png"", ""category"": ""Gauntlets"", ""dmgNegation"": [{""name"": ""Phy"", ""amount"": 2}, {""name"": ""Strike"", ""amount"": 2}, {""name"": ""Slash"", ""amount"": 2}, {""name"": ""Pierce"", ""amount"": 2}, {""name"": ""Magic"", ""amount"": 2}, {""name"": ""Fire"", ""amount"": 2}, {""name"": ""Ligt"", ""amount"": 2}, {""name"": ""Holy"", ""amount"": 2}], ""resistance"": [{""name"": ""Immunity"", ""amount"": 20}, {""name"": ""Robustness"", ""amount"": 13}, {""name"": ""Focus"", ""amount"": 17}, {""name"": ""Vitality"", ""amount"": 17}, {""name"": ""Poise"", ""amount"": 1}], ""weight"": 2.6}",305,0.0
